GEOID,pop_50plus
250056139012,541.0
250056139021,716.0
250056139022,345.0
250056139023,465.0
250056140001,293.0
250056140002,473.0
250056140003,295.0
250056141011,472.0
250056141012,349.0
250056141013,334.0
250056141014,628.0
250056141021,694.0
250056141022,657.0
250056141023,713.0
250056151001,223.0
250056151002,632.0
250056151003,760.0
250056151004,245.0
250056151005,875.0
250056161001,573.0
250056161002,863.0
250056161003,913.0
250056171011,770.0
250056171012,898.0
250056171013,0.0
250056171021,420.0
250056171022,1028.0
250056301011,193.0
250056301012,637.0
250056301021,648.0
250056301022,255.0
250056301023,505.0
250056301024,280.0
250056302011,534.0
250056302012,803.0
250056302021,340.0
250056302022,147.0
250056302023,196.0
250056302024,946.0
250056303011,664.0
250056303012,537.0
250056303013,345.0
250056303021,317.0
250056303022,540.0
250056304001,541.0
250056304002,590.0
250056304003,668.0
250056311011,253.0
250056311012,169.0
250056311013,649.0
250056311021,617.0
250056311022,187.0
250056311023,404.0
250056311024,273.0
250056312001,515.0
250056312002,283.0
250056312003,486.0
250056312004,210.0
250056312005,616.0
250056313001,592.0
250056313002,729.0
250056313003,469.0
250056314001,226.0
250056314002,527.0
250056315001,580.0
250056315002,212.0
250056316001,339.0
250056316002,137.0
250056316003,290.0
250056317001,375.0
250056317002,451.0
250056317003,647.0
250056317004,584.0
250056318001,1379.0
250056318002,363.0
250056318003,749.0
250056318004,444.0
250056321001,447.0
250056321002,218.0
250056321003,515.0
250056321004,768.0
250056321005,428.0
250056321006,311.0
250056322001,322.0
250056322002,1077.0
250056322003,692.0
250056322004,340.0
250056322005,607.0
250056331001,951.0
250056331002,727.0
250056331003,647.0
250056332001,480.0
250056332002,556.0
250056332003,1152.0
250056332004,354.0
250056401001,167.0
250056401002,98.0
250056401003,300.0
250056401004,474.0
250056401005,411.0
250056402011,305.0
250056402012,202.0
250056402021,279.0
250056402022,175.0
250056402023,1043.0
250056403001,428.0
250056403002,363.0
250056403003,474.0
250056404001,126.0
250056404002,300.0
250056404003,256.0
250056405001,188.0
250056405002,158.0
250056405003,268.0
250056405004,355.0
250056405005,547.0
250056406001,293.0
250056406002,270.0
250056406003,604.0
250056406004,359.0
250056407001,365.0
250056407002,154.0
250056407003,145.0
250056408001,172.0
250056408002,434.0
250056408003,445.0
250056409011,136.0
250056409012,234.0
250056409013,116.0
250056409014,323.0
250056409015,133.0
250056410001,367.0
250056410002,411.0
250056410003,268.0
250056411011,448.0
250056411012,216.0
250056412001,342.0
250056412002,398.0
250056413001,192.0
250056413002,436.0
250056413003,299.0
250056413004,504.0
250056413005,36.0
250056414001,149.0
250056414002,98.0
250056414003,831.0
250056415001,260.0
250056415002,338.0
250056416001,421.0
250056416002,362.0
250056417001,246.0
250056417002,620.0
250056417003,361.0
250056417004,490.0
250056418001,99.0
250056418002,463.0
250056419001,291.0
250056419002,262.0
250056420001,187.0
250056420002,254.0
250056420003,349.0
250056421001,721.0
250056421002,704.0
250056422001,508.0
250056422002,394.0
250056422003,311.0
250056422004,353.0
250056423001,398.0
250056423002,463.0
250056424001,330.0
250056424002,268.0
250056424003,333.0
250056425001,600.0
250056425002,1299.0
250056441011,581.0
250056441012,521.0
250056441013,413.0
250056441014,1211.0
250056441021,718.0
250056441022,996.0
250056442001,615.0
250056442002,323.0
250056442003,576.0
250056442004,477.0
250056442005,384.0
250056442006,338.0
250056451011,236.0
250056451012,535.0
250056451013,274.0
250056451014,685.0
250056451021,338.0
250056451022,502.0
250056451023,486.0
250056451024,794.0
250056451031,705.0
250056451032,1000.0
250056451033,754.0
250056461011,439.0
250056461012,862.0
250056461013,521.0
250056461014,1031.0
250056461031,1214.0
250056461032,857.0
250056461033,425.0
250056461041,577.0
250056461042,236.0
250056461043,692.0
250056501011,529.0
250056501012,532.0
250056501013,904.0
250056501021,466.0
250056501022,379.0
250056501023,566.0
250056502011,512.0
250056502012,353.0
250056502013,245.0
250056502021,592.0
250056503001,265.0
250056503002,183.0
250056503003,186.0
250056503004,350.0
250056504001,257.0
250056504002,168.0
250056504003,75.0
250056504004,180.0
250056505001,296.0
250056505002,337.0
250056505003,472.0
250056506001,526.0
250056506002,264.0
250056506003,141.0
250056507001,267.0
250056507002,179.0
250056508001,153.0
250056508002,192.0
250056508003,122.0
250056508004,185.0
250056509001,117.0
250056509002,292.0
250056509003,257.0
250056510011,326.0
250056510012,863.0
250056510021,717.0
250056510022,323.0
250056511001,370.0
250056511002,331.0
250056511003,567.0
250056511004,296.0
250056512001,39.0
250056512002,208.0
250056513001,330.0
250056513002,219.0
250056514001,326.0
250056514002,154.0
250056514003,98.0
250056514004,202.0
250056515001,258.0
250056515002,144.0
250056515003,615.0
250056516001,57.0
250056516002,133.0
250056516003,272.0
250056516004,275.0
250056517001,402.0
250056517002,186.0
250056518001,771.0
250056518002,321.0
250056519001,304.0
250056519002,247.0
250056520001,328.0
250056520002,298.0
250056520003,144.0
250056521001,348.0
250056521002,263.0
250056521003,392.0
250056522001,496.0
250056522002,211.0
250056522003,230.0
250056523001,192.0
250056523002,164.0
250056523003,252.0
