GEOID,pop_50plus
250138109022,209.0
250138109023,376.0
250138109024,95.0
250138110001,202.0
250138110002,224.0
250138110003,360.0
250138110004,272.0
250138110005,368.0
250138111011,101.0
250138111012,534.0
250138111013,619.0
250138111014,208.0
250138111021,306.0
250138111022,462.0
250138111023,521.0
250138111024,239.0
250138112001,647.0
250138112002,354.0
250138112003,331.0
250138112004,281.0
250138113011,357.0
250138113012,307.0
250138113013,822.0
250138113014,374.0
250138113021,0.0
250138113022,680.0
250138113023,429.0
250138113024,872.0
250138113025,685.0
250138114001,273.0
250138114002,160.0
250138115001,82.0
250138115002,279.0
250138116001,153.0
250138116002,117.0
250138116003,79.0
250138116004,408.0
250138117001,180.0
250138117002,483.0
250138118001,64.0
250138118002,126.0
250138118003,168.0
250138118004,199.0
250138118005,201.0
250138119001,630.0
250138119002,358.0
250138119003,561.0
250138120011,171.0
250138120012,275.0
250138120013,464.0
250138120014,276.0
250138120021,697.0
250138120022,238.0
250138120023,130.0
250138120024,103.0
250138121011,944.0
250138121012,727.0
250138121013,883.0
250138121031,128.0
250138121032,1457.0
250138121041,402.0
250138121042,384.0
250138121043,159.0
250138121044,335.0
250138122011,609.0
250138122012,244.0
250138122013,712.0
250138122021,322.0
250138122022,473.0
250138122023,142.0
250138122024,601.0
250138123001,184.0
250138123002,345.0
250138123003,237.0
250138123004,101.0
250138123005,34.0
250138124011,225.0
250138124012,410.0
250138124013,620.0
250138124014,1126.0
250138124031,275.0
250138124032,242.0
250138124033,306.0
250138124034,379.0
250138124041,556.0
250138124042,825.0
250138125001,390.0
250138125002,239.0
250138125003,365.0
250138125004,248.0
250138125005,961.0
250138126001,620.0
250138126002,416.0
250138126003,776.0
250138126004,650.0
250138127011,581.0
250138127012,362.0
250138127013,461.0
250138127021,356.0
250138127022,333.0
250138127023,354.0
250138127024,265.0
250138128001,117.0
250138128002,481.0
250138128003,1090.0
250138128004,790.0
250138129011,613.0
250138129012,309.0
250138129013,354.0
250138129021,150.0
250138129022,841.0
250138129023,739.0
250138129031,48.0
250138130011,453.0
250138130012,788.0
250138130021,348.0
250138130022,481.0
250138130023,725.0
250138131011,579.0
250138131012,457.0
250138131013,875.0
250138131021,684.0
250138131022,702.0
250138132041,288.0
250138132042,956.0
250138132051,969.0
250138132052,615.0
250138132053,821.0
250138132054,1029.0
250138132061,557.0
250138132062,299.0
250138132063,394.0
250138132071,1002.0
250138132072,290.0
250138132073,635.0
250138132081,427.0
250138132082,686.0
250138132091,503.0
250138132092,660.0
250138132093,1151.0
250138133011,629.0
250138133012,622.0
250138133013,343.0
250138133014,578.0
250138133031,793.0
250138133032,1134.0
250138133041,668.0
250138133042,595.0
250138133043,437.0
250138134011,261.0
250138134012,336.0
250138134013,734.0
250138134014,225.0
250138134031,963.0
250138134032,537.0
250138134041,772.0
250138134042,822.0
250138134043,1304.0
250138135001,480.0
250138135002,549.0
250138135003,673.0
250138135004,542.0
250138136011,469.0
250138136012,1233.0
250138136013,731.0
250138136014,218.0
250138136015,610.0
250138136021,336.0
250138136022,1177.0
250138136023,549.0
250138137011,587.0
250138137012,650.0
250138137021,509.0
250138137022,634.0
250138137023,623.0
250138138011,679.0
250138138012,597.0
250138138013,588.0
250138138021,789.0
250138138022,669.0
250158201011,1075.0
250158201012,777.0
250158201013,365.0
250158201014,393.0
250158201021,220.0
250158201022,314.0
250158201023,425.0
250158202051,825.0
250158202052,1261.0
250158202053,481.0
250158202061,421.0
250158202062,259.0
250158202063,894.0
250158202071,752.0
250158202072,714.0
250158202073,437.0
250158203001,488.0
250158203002,201.0
250158203003,25.0
250158203004,233.0
250158203005,305.0
250158204001,47.0
250158205001,90.0
250158205002,305.0
250158205003,199.0
250158205004,92.0
250158205005,485.0
250158205006,12.0
250158205007,558.0
250158206001,0.0
250158207001,348.0
250158207002,331.0
250158207003,490.0
250158208011,523.0
250158208012,977.0
250158208013,179.0
250158208014,272.0
250158208021,0.0
250158209001,865.0
250158209002,599.0
250158209003,874.0
250158210001,221.0
250158210002,390.0
250158210003,426.0
250158210004,1112.0
250158211011,1002.0
250158211012,297.0
250158211013,1041.0
250158211014,627.0
250158212001,21.0
250158213001,905.0
250158213002,501.0
250158213003,418.0
250158214001,259.0
250158214002,303.0
250158214003,471.0
250158214004,953.0
250158215001,391.0
250158215002,447.0
250158215003,497.0
250158216011,851.0
250158216012,586.0
250158216021,247.0
250158216022,496.0
250158216023,809.0
250158217001,778.0
250158217002,285.0
250158217003,124.0
250158217004,710.0
250158219011,749.0
250158219012,249.0
250158219031,453.0
250158219032,34.0
250158219033,488.0
250158219041,434.0
250158219042,131.0
250158219043,332.0
250158220001,39.0
250158222001,364.0
250158222002,871.0
250158222003,1004.0
250158223001,832.0
250158223002,300.0
250158223003,120.0
250158223004,474.0
250158224011,1081.0
250158224012,750.0
250158224013,592.0
250158224014,511.0
250158224021,200.0
250158224022,410.0
250158224023,350.0
250158224024,410.0
250158224025,280.0
250158225001,221.0
250158225002,417.0
250158225003,560.0
250158225004,913.0
250158226011,558.0
250158226012,237.0
250158226031,686.0
250158226071,492.0
250158226072,414.0
250158226073,618.0
250158226074,406.0
250158227001,298.0
250158227002,454.0
250158227003,811.0
250173001001,730.0
250173001002,646.0
250173011011,654.0
250173011012,397.0
250173011013,219.0
250173011021,324.0
250173011022,804.0
250173011023,639.0
250173101011,443.0
250173101012,277.0
250173101013,197.0
250173101021,538.0
250173101022,357.0
250173102001,208.0
250173102002,193.0
250173102003,406.0
250173102004,311.0
250173102005,199.0
250173103001,535.0
250173103002,276.0
250173103003,352.0
250173103004,224.0
250173103005,252.0
250173104001,391.0
250173104002,212.0
250173104003,90.0
250173105001,134.0
250173105002,211.0
250173105003,152.0
250173106011,932.0
250173106012,912.0
250173106013,126.0
250173106021,750.0
250173106022,629.0
250173106023,24.0
250173106024,615.0
250173107001,643.0
250173107002,263.0
250173107003,455.0
250173111001,250.0
250173111002,291.0
250173112001,399.0
250173112002,517.0
250173113001,232.0
250173113002,566.0
250173113003,431.0
250173114001,352.0
250173114002,195.0
250173114003,401.0
250173114004,340.0
250173115001,148.0
250173115002,406.0
250173115003,213.0
250173116001,303.0
250173116002,517.0
250173116003,374.0
250173116004,85.0
250173116005,331.0
250173117001,244.0
250173117002,273.0
250173117003,413.0
250173117004,496.0
250173118001,469.0
250173118002,411.0
250173119001,434.0
250173119002,430.0
250173120001,454.0
250173120002,449.0
250173121001,263.0
250173121002,246.0
250173121003,173.0
250173122001,777.0
250173122002,209.0
250173122003,246.0
250173122004,277.0
250173123001,371.0
250173123002,318.0
250173123003,598.0
250173124001,304.0
250173124002,370.0
250173125011,919.0
250173125012,246.0
250173125013,556.0
250173125021,792.0
250173125022,237.0
250173125023,472.0
250173131011,800.0
250173131012,770.0
250173131013,469.0
250173131021,228.0
250173131022,202.0
250173131023,861.0
250173131024,414.0
250173141011,384.0
250173141012,748.0
250173141013,1108.0
250173141021,298.0
250173141022,485.0
250173141023,554.0
250173141024,425.0
250173141025,631.0
250173142001,295.0
250173142002,429.0
250173142003,822.0
250173143011,963.0
250173143012,142.0
250173143013,830.0
250173143014,461.0
250173143015,673.0
250173143021,513.0
250173143022,618.0
250173151001,878.0
250173151002,1268.0
250173152001,816.0
250173152002,954.0
250173152003,549.0
250173152004,618.0
250173154011,1055.0
250173154012,692.0
250173154021,733.0
250173154022,745.0
250173154031,305.0
250173154032,335.0
250173155001,576.0
250173155002,552.0
250173155003,146.0
250173155004,377.0
250173155005,1117.0
250173161011,664.0
250173161012,549.0
250173161013,695.0
250173161021,737.0
250173161022,730.0
250173161023,353.0
250173161024,362.0
250173162011,538.0
250173162012,688.0
250173162013,484.0
250173162021,227.0
250173162022,471.0
250173162023,305.0
250173163001,790.0
250173163002,544.0
250173163003,435.0
250173163004,740.0
250173163005,626.0
250173164001,293.0
250173164002,425.0
250173164003,287.0
250173164004,506.0
250173164005,692.0
250173164006,44.0
250173165001,555.0
250173165002,269.0
250173165003,794.0
250173165004,418.0
250173165005,371.0
250173171011,414.0
250173171012,739.0
250173171013,628.0
250173171014,565.0
250173171021,413.0
250173171022,229.0
250173171023,715.0
250173171031,845.0
250173171032,701.0
250173171033,332.0
250173172011,516.0
250173172012,546.0
250173172021,379.0
250173172022,664.0
250173172031,156.0
250173172032,683.0
250173172033,281.0
250173173011,787.0
250173173012,346.0
250173173021,504.0
250173173022,341.0
250173173023,217.0
250173173024,727.0
250173181001,739.0
250173181002,508.0
250173181003,403.0
250173181004,711.0
250173182001,896.0
250173182002,443.0
250173183001,312.0
250173183002,1060.0
250173183003,500.0
250173183004,894.0
250173184001,925.0
250173184002,594.0
250173201021,198.0
250173201022,339.0
250173201023,609.0
250173201024,367.0
250173201051,696.0
250173201061,378.0
250173201062,283.0
250173201063,724.0
250173201064,371.0
250173201071,527.0
250173201072,372.0
250173211001,632.0
250173211002,886.0
250173211003,393.0
250173211004,607.0
250173212001,498.0
250173212002,545.0
250173212003,659.0
250173212004,257.0
250173213011,126.0
250173213012,606.0
250173213013,413.0
250173213021,336.0
250173213022,565.0
250173214001,902.0
250173214002,350.0
250173215001,216.0
250173215002,590.0
250173215003,578.0
250173215004,615.0
250173216001,419.0
250173216002,323.0
250173216003,478.0
250173216004,312.0
250173216005,507.0
250173221001,444.0
250173221002,298.0
250173221003,198.0
250173221004,442.0
250173222001,725.0
250173222002,827.0
250173223001,541.0
250173223002,843.0
250173223003,412.0
250173223004,596.0
250173224001,598.0
250173224002,593.0
250173224003,381.0
250173231011,579.0
250173231012,996.0
250173231021,270.0
250173231022,199.0
250173231023,811.0
250173241011,963.0
250173241012,360.0
250173241013,565.0
250173241021,343.0
250173241022,827.0
250173241023,332.0
250173251011,346.0
250173251012,823.0
250173251021,248.0
250173251022,436.0
250173251023,463.0
250173251024,321.0
250173251025,280.0
250173261011,332.0
250173261012,291.0
250173261013,823.0
250173261021,920.0
250173261022,327.0
250173261023,279.0
250173261024,595.0
250173271011,721.0
250173271012,619.0
250173271021,383.0
250173271022,454.0
250173271023,389.0
250173271031,758.0
250173271032,342.0
250173271033,468.0
250173281001,697.0
250173281002,401.0
250173301011,476.0
250173301012,681.0
250173301021,830.0
250173301022,522.0
250173301023,426.0
250173302011,855.0
250173302021,600.0
250173302022,347.0
250173302023,316.0
250173311011,344.0
250173311012,803.0
250173311021,831.0
250173311022,583.0
250173311023,1157.0
250173311024,275.0
250173312001,704.0
250173312002,412.0
250173312003,357.0
250173313001,736.0
250173313002,838.0
250173313003,684.0
250173321001,379.0
250173321002,860.0
250173321003,476.0
250173321004,440.0
250173322011,1051.0
250173322021,1223.0
250173322022,288.0
250173322023,398.0
250173322024,614.0
250173323001,300.0
250173323002,530.0
250173323003,471.0
250173323004,746.0
250173324011,0.0
250173324012,1135.0
250173324021,583.0
250173324022,262.0
250173331001,336.0
250173331002,1036.0
250173331003,662.0
250173331004,416.0
250173331005,328.0
250173332001,555.0
250173332002,176.0
250173332003,258.0
250173332004,632.0
250173333001,321.0
250173333002,241.0
250173333003,416.0
250173334001,744.0
250173334002,302.0
250173334003,324.0
250173334004,338.0
250173334005,341.0
250173335011,76.0
250173335012,1018.0
250173335013,572.0
250173335021,432.0
250173335022,445.0
250173336011,463.0
250173336021,336.0
250173336022,619.0
250173336023,470.0
250173336024,618.0
250173341001,360.0
250173341002,691.0
250173341003,407.0
250173341004,305.0
250173341005,516.0
250173342001,273.0
250173342002,353.0
250173342003,423.0
250173342004,244.0
250173343001,569.0
250173343002,310.0
250173343003,746.0
250173343004,1156.0
250173344001,341.0
250173344002,783.0
250173344003,570.0
250173344004,931.0
250173351001,311.0
250173351002,146.0
250173351003,243.0
250173351004,358.0
250173351005,356.0
250173351006,325.0
250173351007,277.0
250173352001,333.0
250173352002,246.0
250173352003,513.0
250173352004,603.0
250173352005,412.0
250173353011,705.0
250173353012,491.0
250173353013,192.0
250173353021,221.0
250173353022,259.0
250173353023,246.0
250173353024,1195.0
250173354001,575.0
250173354002,466.0
250173354003,783.0
250173361001,419.0
250173361002,663.0
250173361003,175.0
250173361004,262.0
250173361005,540.0
250173362011,423.0
250173362012,291.0
250173362013,507.0
250173362021,266.0
250173362022,391.0
250173362023,387.0
250173362024,143.0
250173363001,275.0
250173363002,396.0
250173363003,301.0
250173363004,371.0
250173363005,263.0
250173363006,375.0
250173364021,360.0
250173364022,503.0
250173364023,456.0
250173364024,222.0
250173364031,161.0
250173364032,782.0
250173364041,381.0
250173364042,517.0
250173371011,757.0
250173371012,516.0
250173371021,548.0
250173371022,914.0
250173371023,323.0
250173372011,825.0
250173372012,144.0
250173372013,91.0
250173372021,509.0
250173372022,312.0
250173372023,397.0
250173372024,507.0
250173373001,356.0
250173373002,211.0
250173373003,343.0
250173373004,935.0
250173373005,171.0
250173381001,559.0
250173381002,478.0
250173382001,283.0
250173382002,214.0
250173382003,604.0
250173383001,194.0
250173383002,533.0
250173383003,556.0
250173384001,647.0
250173384002,462.0
250173384003,511.0
250173384004,424.0
250173385001,455.0
250173385002,533.0
250173385003,355.0
250173385004,386.0
250173391011,611.0
250173391012,316.0
250173391013,413.0
250173391021,169.0
250173391022,444.0
250173391023,756.0
250173392001,239.0
250173392002,201.0
250173392003,109.0
250173392004,331.0
250173392005,514.0
250173392006,283.0
250173393001,248.0
250173393002,226.0
250173393003,390.0
250173394001,336.0
250173394002,80.0
250173394003,489.0
250173394004,171.0
250173395001,384.0
250173395002,474.0
250173395003,134.0
250173395004,143.0
250173396001,73.0
250173396002,96.0
250173396003,284.0
250173396004,223.0
250173396005,324.0
250173396006,96.0
250173397001,69.0
250173397002,419.0
250173397003,188.0
250173397004,269.0
250173398021,393.0
250173398022,123.0
250173398023,92.0
250173398024,352.0
250173398031,255.0
250173398032,240.0
250173398041,93.0
250173398042,117.0
250173398043,465.0
250173399001,314.0
250173399002,121.0
250173399003,243.0
250173399004,347.0
250173399005,318.0
250173400001,178.0
250173400002,250.0
250173400003,148.0
250173401001,164.0
250173401002,719.0
250173401003,641.0
250173401004,239.0
250173401005,125.0
250173401006,225.0
250173411011,778.0
250173411012,183.0
250173411013,366.0
250173411021,105.0
250173411022,804.0
250173411023,247.0
250173412001,497.0
250173412002,221.0
250173412003,150.0
250173412004,602.0
250173412005,141.0
250173413011,57.0
250173413012,487.0
250173413013,68.0
250173413014,102.0
250173413021,704.0
250173413022,294.0
250173414001,284.0
250173414002,125.0
250173414003,272.0
250173414004,322.0
250173414005,447.0
250173415001,179.0
250173415002,144.0
250173415003,225.0
250173415004,238.0
250173415005,338.0
250173416001,466.0
250173416002,237.0
250173416003,401.0
250173416004,208.0
250173416005,113.0
250173416006,597.0
250173417001,158.0
250173417002,234.0
250173417003,273.0
250173417004,125.0
250173417005,388.0
250173418001,76.0
250173418002,358.0
250173418003,152.0
250173418004,254.0
250173418005,288.0
250173418006,346.0
250173419011,260.0
250173419012,107.0
250173419031,325.0
250173419032,586.0
250173419033,285.0
250173419041,211.0
250173419042,680.0
250173419043,131.0
250173421011,201.0
250173421012,386.0
250173421013,306.0
250173421014,181.0
250173421021,438.0
250173421022,339.0
250173421023,306.0
250173421024,291.0
250173422011,303.0
250173422012,182.0
250173422013,220.0
250173422014,295.0
250173422021,500.0
250173422022,352.0
250173422023,495.0
250173423011,426.0
250173423012,382.0
250173423021,416.0
250173423022,104.0
250173423023,259.0
250173424011,708.0
250173424012,499.0
250173424013,100.0
250173424021,90.0
250173424022,411.0
250173424023,118.0
250173424024,0.0
250173425011,503.0
250173425012,535.0
250173425021,564.0
250173425022,137.0
250173426001,259.0
250173426002,456.0
250173426003,515.0
250173501051,411.0
250173501061,182.0
250173501071,144.0
250173501081,453.0
250173501082,247.0
250173501091,701.0
250173502011,274.0
250173502012,208.0
250173502013,166.0
250173502021,299.0
250173502022,306.0
250173502023,211.0
250173503001,170.0
250173503002,175.0
250173503003,142.0
250173504001,91.0
250173504002,82.0
250173504003,59.0
250173504004,313.0
250173504005,185.0
250173505001,132.0
250173505002,171.0
250173506001,0.0
250173506002,121.0
250173506003,80.0
250173506004,151.0
250173507011,215.0
250173507012,61.0
250173507013,182.0
250173507021,442.0
250173507022,374.0
250173507023,237.0
250173508001,180.0
250173508002,173.0
250173509001,112.0
250173509002,211.0
250173509003,242.0
250173510011,99.0
250173510012,61.0
250173510013,397.0
250173510021,145.0
250173510022,53.0
250173510023,101.0
250173511011,162.0
250173511012,377.0
250173511013,316.0
250173511021,49.0
250173511022,380.0
250173512031,205.0
250173512032,164.0
250173512033,132.0
250173512034,12.0
250173512041,201.0
250173512042,181.0
250173512043,169.0
250173513001,209.0
250173513002,513.0
250173513003,151.0
250173514031,40.0
250173514032,302.0
250173514033,272.0
250173514034,248.0
250173514035,178.0
250173514041,248.0
250173514042,312.0
250173514043,155.0
250173514044,70.0
250173515001,123.0
250173515002,160.0
250173515003,205.0
250173515004,167.0
250173521011,59.0
250173521012,47.0
250173521013,86.0
250173521021,437.0
250173521022,300.0
250173522001,446.0
250173523001,243.0
250173523002,145.0
250173523003,203.0
250173524001,277.0
250173525001,365.0
250173525002,387.0
250173526001,170.0
250173526002,214.0
250173527001,125.0
250173527002,170.0
250173528001,471.0
250173529001,475.0
250173529002,392.0
250173530001,537.0
250173530002,151.0
250173531011,116.0
250173531012,502.0
250173531021,39.0
250173531022,0.0
250173531023,4.0
250173532001,490.0
250173532002,144.0
250173532003,191.0
250173532004,161.0
250173533001,235.0
250173533002,339.0
250173533003,444.0
250173536001,607.0
250173536002,0.0
250173536003,191.0
250173537001,350.0
250173537002,245.0
250173537003,6.0
250173537004,113.0
250173537005,39.0
250173538001,325.0
250173538002,393.0
250173538003,164.0
250173538004,191.0
250173539001,93.0
250173539002,104.0
250173539003,12.0
250173540001,353.0
250173540002,308.0
250173540003,128.0
250173541001,225.0
250173541002,584.0
250173542001,399.0
250173542002,448.0
250173542003,536.0
250173543001,236.0
250173543002,226.0
250173543003,571.0
250173544001,248.0
250173544002,337.0
250173545001,373.0
250173545002,229.0
250173546011,0.0
250173546012,381.0
250173546021,264.0
250173546022,225.0
250173546023,506.0
250173547001,249.0
250173547002,578.0
250173548001,200.0
250173548002,256.0
250173549011,20.0
250173549012,161.0
250173549013,2.0
250173549021,314.0
250173549022,430.0
250173549023,533.0
250173549024,139.0
250173550001,235.0
250173550002,307.0
250173550003,169.0
250173561001,273.0
250173561002,225.0
250173561003,175.0
250173563001,258.0
250173563002,249.0
250173563003,95.0
250173563004,170.0
250173563005,255.0
250173563006,177.0
250173564001,180.0
250173564002,669.0
250173564003,235.0
250173564004,192.0
250173564005,178.0
250173564006,318.0
250173564007,135.0
250173564008,281.0
250173565001,388.0
250173565002,172.0
250173565003,745.0
250173565004,287.0
250173565005,351.0
250173565006,284.0
250173566011,347.0
250173566012,117.0
250173566013,375.0
250173566014,331.0
250173566015,303.0
250173566021,571.0
250173566022,280.0
250173566023,406.0
250173566024,254.0
250173567011,300.0
250173567012,158.0
250173567013,490.0
250173567014,112.0
250173567015,272.0
250173567016,429.0
250173567031,880.0
250173567032,277.0
250173567033,266.0
250173567041,405.0
250173567042,341.0
250173567043,255.0
250173567044,133.0
250173571001,227.0
250173571002,844.0
250173571003,399.0
250173571004,459.0
250173572001,503.0
250173572002,594.0
250173573001,312.0
250173573002,309.0
250173573003,312.0
250173574001,299.0
250173574002,244.0
250173574003,242.0
250173575001,349.0
250173575002,122.0
250173575003,208.0
250173576001,371.0
250173576002,409.0
250173577001,449.0
250173577002,287.0
250173577003,411.0
250173577004,256.0
250173578001,291.0
250173578002,282.0
250173578003,398.0
250173578004,127.0
250173581001,388.0
250173581002,344.0
250173581003,588.0
250173581004,353.0
250173583001,855.0
250173583002,657.0
250173583003,305.0
250173583004,459.0
250173584001,487.0
250173584002,720.0
250173584003,698.0
250173584004,322.0
250173585001,952.0
250173585002,229.0
250173585003,613.0
250173586001,434.0
250173586002,250.0
250173586003,287.0
250173586004,252.0
250173586005,620.0
250173586006,285.0
250173587001,914.0
250173587002,394.0
250173587003,521.0
250173591001,145.0
250173591002,362.0
250173591003,1204.0
250173591004,233.0
250173591005,463.0
250173593011,0.0
250173593021,0.0
250173593031,237.0
250173593032,182.0
250173593033,1024.0
250173593034,890.0
250173593035,191.0
250173593036,0.0
250173594001,233.0
250173594002,274.0
250173594003,349.0
250173594004,325.0
250173594005,163.0
250173603001,361.0
250173603002,365.0
250173603003,440.0
250173603004,1107.0
250173603005,141.0
250173611001,344.0
250173611002,499.0
250173611003,483.0
250173611004,718.0
250173611005,382.0
250173612001,501.0
250173612002,244.0
250173612003,124.0
250173612004,909.0
250173612005,266.0
250173613001,716.0
250173613002,553.0
250173613003,376.0
250173613004,512.0
250173613005,485.0
250173621001,822.0
250173621002,1023.0
250173631031,826.0
250173631032,392.0
250173631041,981.0
250173631042,281.0
250173631043,658.0
250173631044,226.0
250173631051,527.0
250173631052,549.0
250173631061,433.0
250173631062,512.0
250173632011,466.0
250173632012,483.0
250173632013,285.0
250173632021,277.0
250173632022,518.0
250173632023,524.0
250173641011,529.0
250173641012,662.0
250173641013,1104.0
250173641021,280.0
250173641022,510.0
250173641023,309.0
250173641024,517.0
250173651001,583.0
250173651002,668.0
250173651003,809.0
250173651004,453.0
250173652011,736.0
250173652012,287.0
250173652013,215.0
250173652014,360.0
250173652021,902.0
250173652022,357.0
250173652023,354.0
250173661001,209.0
250173661002,350.0
250173661003,283.0
250173661004,373.0
250173661005,422.0
250173662011,849.0
250173662012,286.0
250173662021,1127.0
250173662022,747.0
250173662023,280.0
250173671001,528.0
250173671002,555.0
250173671003,515.0
250173671004,319.0
250173672001,609.0
250173672002,273.0
250173672003,529.0
250173672004,424.0
250173672005,0.0
250173672006,193.0
250173681011,453.0
250173681012,554.0
250173681013,253.0
250173681014,440.0
250173681021,905.0
250173681022,870.0
250173682001,568.0
250173682002,792.0
250173682003,138.0
250173683001,267.0
250173683002,356.0
250173683003,198.0
250173683004,299.0
250173683005,183.0
250173684001,133.0
250173684002,238.0
250173684003,713.0
250173684004,132.0
250173684005,5.0
250173684006,394.0
250173685001,375.0
250173685002,292.0
250173685003,191.0
250173686001,132.0
250173686002,98.0
250173686003,229.0
250173686004,484.0
250173686005,71.0
250173687001,175.0
250173687002,394.0
250173688001,330.0
250173688002,316.0
250173688003,399.0
250173688004,316.0
250173688005,295.0
250173689011,466.0
250173689012,294.0
250173689013,335.0
250173689014,466.0
250173689015,483.0
250173689016,543.0
250173689021,312.0
250173689022,206.0
250173689023,166.0
250173690001,147.0
250173691001,323.0
250173691002,555.0
250173691003,405.0
250173691004,378.0
250173701011,652.0
250173701012,127.0
250173701013,421.0
250173701014,350.0
250173701015,613.0
250173701031,633.0
250173701032,321.0
250173701033,172.0
250173701041,605.0
250173701042,426.0
250173702011,596.0
250173702012,457.0
250173702013,583.0
250173702021,283.0
250173702022,278.0
250173702023,347.0
250173702024,536.0
250173703011,53.0
250173703012,227.0
250173703013,422.0
250173703014,279.0
250173703015,344.0
250173703021,143.0
250173703022,362.0
250173704011,640.0
250173704012,584.0
250173704021,132.0
250173704022,241.0
250173704031,126.0
250173704032,355.0
250173731001,156.0
250173731002,335.0
250173731003,222.0
250173731004,343.0
250173731005,187.0
250173732001,579.0
250173732002,349.0
250173732003,278.0
250173732004,505.0
250173733001,233.0
250173733002,462.0
250173733003,269.0
250173734001,928.0
250173734002,234.0
250173735001,445.0
250173735002,629.0
250173735003,812.0
250173736001,317.0
250173736002,23.0
250173736003,648.0
250173737001,265.0
250173737002,581.0
250173737003,451.0
250173737004,235.0
250173738001,577.0
250173738002,744.0
250173738003,670.0
250173738004,212.0
250173739011,660.0
250173739012,622.0
250173739021,352.0
250173739022,688.0
250173739023,498.0
250173740001,402.0
250173740002,835.0
250173740003,398.0
250173741001,689.0
250173741002,466.0
250173741003,303.0
250173742001,321.0
250173742002,524.0
250173742003,545.0
250173743001,406.0
250173743002,736.0
250173743003,326.0
250173744001,275.0
250173744002,298.0
250173744003,280.0
250173744004,840.0
250173744005,442.0
250173745001,256.0
250173745002,490.0
250173745003,266.0
250173745004,258.0
250173745005,215.0
250173746001,410.0
250173746002,368.0
250173746003,206.0
250173746004,286.0
250173747001,680.0
250173747002,225.0
250173747003,449.0
250173748001,252.0
250173748002,882.0
250173748003,324.0
250173821001,471.0
250173821002,138.0
250173821003,398.0
250173821004,313.0
250173821005,385.0
250173822001,731.0
250173822002,596.0
250173822003,398.0
250173822004,340.0
250173823001,295.0
250173823002,810.0
250173823003,422.0
250173823004,702.0
250173824001,429.0
250173824002,336.0
250173824003,869.0
250173824004,263.0
250173825001,366.0
250173825002,470.0
250173825003,468.0
250173825004,261.0
250173826011,425.0
250173826012,101.0
250173826013,179.0
250173826014,246.0
250173826021,313.0
250173826022,771.0
250173826023,338.0
250173826024,554.0
250173831011,501.0
250173831012,237.0
250173831021,251.0
250173831022,384.0
250173832001,376.0
250173832002,285.0
250173832003,231.0
250173832004,467.0
250173833001,363.0
250173833002,631.0
250173834011,308.0
250173834012,316.0
250173834021,282.0
250173834022,356.0
250173835011,189.0
250173835012,696.0
250173835013,272.0
250173835021,328.0
250173835022,461.0
250173835023,251.0
250173836001,749.0
250173836002,27.0
250173836003,1017.0
250173836004,613.0
250173837001,269.0
250173837002,56.0
250173837003,763.0
250173837004,421.0
250173838001,367.0
250173838002,514.0
250173838003,302.0
250173838004,446.0
250173838005,301.0
250173839021,811.0
250173839022,566.0
250173839023,814.0
250173839031,365.0
250173839032,487.0
250173839041,405.0
250173839042,255.0
250173839043,392.0
250173839044,1123.0
250173840031,0.0
250173840032,532.0
250173840033,547.0
250173840034,542.0
250173840041,428.0
250173851011,817.0
250173851021,326.0
250173851022,433.0
250173851023,671.0
250173852011,1286.0
250173852031,523.0
250173852032,782.0
250173852033,581.0
250173852041,906.0
250173861001,297.0
250173861002,641.0
250173861003,480.0
250173871001,472.0
250173871002,488.0
250173871003,226.0
250173871004,225.0
250173872011,398.0
250173872012,360.0
250173872013,378.0
250173872014,970.0
250173872015,299.0
250173872021,387.0
250173872022,417.0
250173872023,620.0
250173881001,1058.0
250173881002,752.0
250173881003,113.0
250173882001,667.0
250173882002,814.0
250173882003,494.0
250173882004,464.0
250173883001,414.0
250173883002,457.0
250173883003,155.0
250179800001,0.0
250199501001,519.0
250199501002,278.0
250199502011,299.0
250199502012,567.0
250199502021,339.0
250199502022,601.0
250199503071,328.0
250199504001,286.0
250199504002,418.0
250199505001,344.0
250199505002,279.0
250199900000,0.0
250214001001,266.0
250214001002,371.0
250214001003,92.0
250214001004,362.0
250214001005,660.0
250214002011,868.0
250214002021,157.0
250214002022,405.0
250214003001,296.0
250214003002,519.0
250214003003,288.0
250214004011,639.0
250214004012,793.0
250214004021,298.0
250214004022,137.0
250214005001,381.0
250214005002,294.0
250214005003,204.0
250214005004,300.0
250214006001,473.0
250214006002,238.0
250214006003,564.0
250214006004,525.0
250214007001,349.0
250214007002,388.0
250214007003,245.0
250214008001,224.0
250214008002,186.0
250214008003,682.0
250214008004,438.0
250214009001,357.0
250214009002,331.0
250214009003,237.0
250214010001,196.0
250214010002,284.0
250214010003,300.0
250214011001,536.0
250214011002,404.0
250214011003,257.0
250214012011,243.0
250214012012,379.0
250214012013,283.0
250214012014,460.0
250214012021,661.0
250214021011,315.0
250214021012,535.0
250214021013,808.0
250214021021,250.0
250214021022,125.0
250214021023,709.0
250214022001,398.0
250214022002,371.0
250214023001,246.0
250214023002,413.0
250214023003,944.0
250214024001,390.0
250214024002,108.0
250214024003,232.0
250214024004,434.0
250214024005,774.0
250214025001,734.0
250214025002,462.0
250214025003,801.0
250214031001,217.0
250214031002,397.0
250214031003,102.0
250214031004,582.0
250214031005,172.0
250214031006,258.0
250214031007,329.0
250214031008,0.0
250214033001,396.0
250214033002,545.0
